"dwc.scientificName","freq"
"Pleuronichthys cornutus",35
"Pseudambassis notatus",35
"Puntius brevis",35
"Salvelinus malma",35
"Sardinops sagax",35
"Therapon jarbua",35
"Tilapia mossambica",35
"Zacco platypus",35
"Anguilla japonica",34
"Cyprinodon nevadensis mionectes",34
"Epinephelus guttatus",34
"Etheostoma coosae",34
"Fistularia petimba",34
"Fundulus cingulatus",34
"Lepomis punctatus subsp. intergrade",34
"Menidia peninsulae",34
"Moxostoma rupiscartes",34
"Notropis amoenus",34
"Noturus eleutherus",34
"Paralaubuca barroni",34
"Poeciliopsis baenschi",34
"Porichthys notatus",34
"Poropuntius sp.",34
"Scaphirhynchus platorynchus",34
"Serranochromis sp.",34
"Trachinocephalus myops",34
"Trichiurus lepturus",34
"Xiphophorus montezumae",34
"Aphyocharax alburnus",33
"Catostomus fumeiventris",33
"Cichlasoma melanurum",33
"Cottus",33
"Cottus ohmiensis",33
"Cyprinella trichroistia",33
"Esox masquinongy",33
"Etheostoma parvipinne",33
"Floridichthys carpio carpio",33
"Fundulus zebrinus",33
"Gila nigrescens",33
"Haemulon sciurus",33
"Heterostichus rostratus",33
"Labiobarbus lineatus",33
"Lepomis megalotis subsp. peltastes",33
"Lutjanus apodus",33
"Oncorhynchus gorbuscha",33
"Oncorhynchus keta",33
"Paralichthys olivaceus",33
"Poecilia velifera",33
"Poeciliopsis lucida",33
"Salvelinus confluentus",33
"Sphoeroides spengleri",33
"Tilapia sp.",33
"Trachinotus carolinus",33
"Xenurobrycon macropus",33
"Acaronia nassa",32
"Achirus lineatus",32
"Bagarius yarrelli",32
"Botia lecontei",32
"Crenichthys baileyi",32
"Etheostoma radiosum",32
"Gila copei",32
"Heterandria anzuetoi",32
"Hoplerythrinus unitaeniatus",32
"Liparis florae",32
"Lutjanus malabaricus",32
"Myoxocephalus polyacanthocephalus",32
"Oryzias latipes",32
"Ptychocheilus lucius",32
"Pygocentrus nattereri",32
"Sillago japonica",32
"Syngnathus louisianae",32
"Alosa sapidissima",31
